origin,region,state,regionType,uom,mileLower,mileUpper,productType,season,entryDate,amount,tons,id,last_update_date
"ENID, OK",KS SE,KS,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,3.4,25,"KS SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"WILMINGTON, NC",NC NE,NC,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,5,25,"NC NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"WINONA, MN",IA NW,IA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"SERGEANT BLUFF, IA",NE NW,NE,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"JEFFERSONVILLE, IN",IA SE,IA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"JEFFERSONVILLE, IN",IA NW,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,18,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"ROCK ISLAND, IL",IA NW,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"ENID, OK",NE NW,NE,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.65,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",MO SW,MO,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.5,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"OTTAWA, IL",IA NE,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"SERGEANT BLUFF, IA",MN N,MN,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"INOLA, OK",TX S,TX,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"TX S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",KS N,KS,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.3,25,"KS N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"ENID, OK",CO W,CO,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,0,25,"CO W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"CINCINNATI, OH",IA SE,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"WINONA, MN",WI N,WI,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"JEFFERSONVILLE, IN",IA NW,IA,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"SAINT PAUL, MN",MN S,MN,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"CINCINNATI, OH",IA NW,IA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"BURLEY, ID",UT E,UT,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"ROCK ISLAND, IL",WI SE,WI,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"WILMINGTON, NC",SC S,SC,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,18,25,"SC S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"ENID, OK",TX NW,TX,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"BURLEY, ID",MT N,MT,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"MT N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"OTTAWA, IL",MN C,MN,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"INOLA, OK",OK NW,OK,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"OK NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"SERGEANT BLUFF, IA",MN N,MN,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
,ND,ND,ORIGIN,$/MI,150,200,ATS,2023 Q4,2023-08-18,5.2,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|150|#|200|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",TX C,TX,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"TX C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
,KS,KS,ORIGIN,$/MI,100,150,UAN,2023 Q4,2023-08-18,4.7,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|100|#|150|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"WINONA, MN",WI SE,WI,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
,IL/IN/OH,OH,ORIGIN,$/MI,300,350,AMMONIA,FALL 2023,2023-08-18,7.15,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/MI|#|300|#|350|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",MN N,MN,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ROCK ISLAND, IL",WI SW,WI,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"WI SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"JEFFERSONVILLE, IN",MN N,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,0,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
,IA,IA,ORIGIN,$/MI,80,90,UAN,2023 Q4,2023-08-18,5.3,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|80|#|90|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"ROCK ISLAND, IL",IA NE,IA,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"ENID, OK",TX NE,TX,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",KS NC,KS,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"KS NC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"CINCINNATI, OH",IA SE,IA,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,0,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
,KS/OK/MO,MO,ORIGIN,$/ST,60,70,AMMONIA,FALL 2023,2023-08-18,30.7,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|60|#|70|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"BILLINGS, MT",ID N,ID,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,18,25,"ID N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"OTTAWA, IL",IA SE,IA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,18,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
,OK,OK,ORIGIN,$/MI,100,150,ATS,2023 Q4,2023-08-18,4.9,25,OK|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|100|#|150|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"SAINT LOUIS, MO",MO SW,MO,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"WILMINGTON, NC",VA SE,VA,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"VA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"SAINT LOUIS, MO",MO SE,MO,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"MO SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"CINCINNATI, OH",IL E,IL,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
,IL/IN/OH,IN,ORIGIN,$/MI,350,9999999,AMMONIA,FALL 2023,2023-08-18,6.7,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/MI|#|350|#|9999999|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"MOORLAND, IA",IA NE,IA,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
,IA,IA,ORIGIN,$/MI,300,9999999,UAN,2023 Q4,2023-08-18,4.7,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|300|#|9999999|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"WINONA, MN",IA NW,IA,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"BILLINGS, MT",MT W,MT,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,6.5,25,"MT W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"WINONA, MN",IA NE,IA,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"CINCINNATI, OH",IA SE,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"INOLA, OK",MO NE,MO,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,3.9,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",WY N,WY,DESTINATION,$/MI,0,60,DAP,2024 Q1,2023-09-28,18,25,"WY N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",OK SE,OK,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
,ND,ND,ORIGIN,$/ST,20,30,ATS,2023 Q4,2023-08-18,11.2,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|20|#|30|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",MN N,MN,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BURLEY, ID",UT NW,UT,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-08-18,18,25,"UT NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"SERGEANT BLUFF, IA",MN N,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"WINONA, MN",MN S,MN,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"OTTAWA, IL",IA NW,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
,KS,KS,ORIGIN,$/ST,20,30,UAN,2023 Q4,2023-08-18,11.8,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|20|#|30|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"ENID, OK",MO NE,MO,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"BURLEY, ID",WA W,WA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"CINCINNATI, OH",IA NE,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"CINCINNATI, OH",MN N,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"INOLA, OK",NE SE,NE,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.25,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",MO NE,MO,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"ROCK ISLAND, IL",MN C,MN,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"MOORLAND, IA",IL W,IL,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"ENID, OK",TX NE,TX,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"CINCINNATI, OH",IA NE,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"SAINT LOUIS, MO",MO SW,MO,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"SERGEANT BLUFF, IA",MN S,MN,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BILLINGS, MT",ID E,ID,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,6.5,25,"ID E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SAINT PAUL, MN",MN N,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
,IA,IA,ORIGIN,$/MI,100,150,AMMONIA,FALL 2023,2023-08-18,7.5,20,IA|#|ORIGIN|#|AMMONIA|#|$/MI|#|100|#|150|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"SAINT LOUIS, MO",MO NE,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"SAINT PAUL, MN",WI SE,WI,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4.5,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"SERGEANT BLUFF, IA",IA NE,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.5,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"INOLA, OK",OK NW,OK,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4.3,25,"OK NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
,TX,TX,ORIGIN,$/ST,60,70,AMMONIA,FALL 2023,2023-08-18,30.9,20,TX|#|ORIGIN|#|AMMONIA|#|$/ST|#|60|#|70|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"MOORLAND, IA",MN C,MN,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"SERGEANT BLUFF, IA",MN N,MN,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"INOLA, OK",NE C,NE,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",IA SE,IA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"ENID, OK",NE NW,NE,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"BURLEY, ID",WY SW,WY,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"WY SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"WILMINGTON, NC",SC NC,SC,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,0,25,"SC NC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"SAINT PAUL, MN",IA SE,IA,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"BURLEY, ID",MT N,MT,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-08-18,0,25,"MT N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
,IL/IN/OH,OH,ORIGIN,$/ST,40,50,AMMONIA,FALL 2023,2023-08-18,30.1,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/ST|#|40|#|50|#|FALL 2023|#|2023-08-18|#|,2023-08-18
,IL/IN/OH,IL,ORIGIN,$/MI,200,250,AMMONIA,FALL 2023,2023-08-18,7.45,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/MI|#|200|#|250|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"JEFFERSONVILLE, IN",MN N,MN,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,0,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
