originLocation,destinationLocation,equipmentType,carrier,productType,rateType,effectiveDate,expirationDate,miles,fsc,grouping,equipCarCost,equipPerTonCost,totalCost,pvtCarCost,pvtPerTonCost,pvtTotalCost,costPerMile,last_update_date,color,id
"ENID, OK","OAKLAND, NE",85 UT,BNSF,UREA,T,2023-07-01,2023-12-31,574,1.95,85 UT,,22.52,24.47,,21.39,23.34,0.0426,2023-07-01,orange,ENID|#|OK|#|OAKLAND|#|NE|#|BNSF|#|85 UT|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"ENID, OK","BOSCOBEL, WI",SINGLE,BNSF-CHGO-WSOR,UREA,F,,,961,,,,,60.43,,,52.32,0.0629,2023-08-01,grey,ENID|#|OK|#|BOSCOBEL|#|WI|#|BNSF-CHGO-WSOR|#|SINGLE|#|UREA|#|F|#||#||#|
"ENID, OK","BERRY, AZ",SINGLE,BNSF,DEF,T,2023-01-01,2023-12-31,1108,,,,,,,44.14,47.62,0.043,2023-01-01,orange,ENID|#|OK|#|BERRY|#|AZ|#|BNSF|#|SINGLE|#|DEF|#|T|#|2023-01-01|#|2023-12-31|#|
"MICHOUD, LA","ROCK ISLAND, IL",SINGLE,CSXT-UTCA-IAIS,DAP,Q,,,1201,,"",,,69.27,,,63.06,0.0577,2023-10-09,grey,MICHOUD|#|LA|#|ROCK ISLAND|#|IL|#|CSXT-UTCA-IAIS|#|SINGLE|#|DAP|#|Q|#||#||#|
"ENID, OK","BANCROFT, ID",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,1253,6.46,ID - POCATELLO,7592,78.27,84.73,6778,69.88,76.34,0.0676,2023-07-01,red,ENID|#|OK|#|BANCROFT|#|ID|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|ID - POCATELLO
"ENID, OK","LEMMON, SD",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,1090,3.71,PT TO PT,,55.98,59.69,,53.65,57.36,0.0548,2023-07-01,orange,ENID|#|OK|#|LEMMON|#|SD|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"ST LOUIS (ALL), MO","CEDAR CITY, UT",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,1666,8.59,UT - MILFORD,11265,116.13,124.72,10059,,112.29,0.0749,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|CEDAR CITY|#|UT|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|UT - MILFORD
"ENID, OK","HAGERSTOWN, MD",SINGLE,BNSF-ESTL-NS,UREA,F,,,1540,,,,,82.24,,,68.76,0.0534,2023-08-01,grey,ENID|#|OK|#|HAGERSTOWN|#|MD|#|BNSF-ESTL-NS|#|SINGLE|#|UREA|#|F|#||#||#|
"SAINT LOUIS, MO","IPSWICH, SD",SINGLE,BNSF,MAP,T,2023-07-01,2023-12-31,898,3.06,PT TO PT,,50.9,53.96,,,,0.0601,2023-07-01,orange,SAINT LOUIS|#|MO|#|IPSWICH|#|SD|#|BNSF|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"KANSAS CITY, MO","CARBERRY, MB",SINGLE,CPRS,UREA,C,2023-07-01,2024-06-30,1216,6.02,"",4367,45.02,51.04,3970,40.93,46.95,0.042,2023-07-01,grey,KANSAS CITY|#|MO|#|CARBERRY|#|MB|#|CPRS|#|SINGLE|#|UREA|#|C|#|2023-07-01|#|2024-06-30|#|
"ENID, OK","ARVILLA, ND",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,1091,3.71,PT TO PT,,54.48,58.19,,52.21,55.92,0.0533,2023-07-01,orange,ENID|#|OK|#|ARVILLA|#|ND|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"KINGSGATE, BC","CEDAR CITY, UT",SINGLE,UP,UAN,T,2023-07-01,2024-06-30,1298,,UT - MILFORD,,,,8206,83.73,90.36,0.0696,2023-07-01,red,KINGSGATE|#|BC|#|CEDAR CITY|#|UT|#|UP|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|UT - MILFORD
"CHICAGO, IL","GRAND MARSH, WI",SINGLE,UP,UAN,T,2023-07-01,2024-06-30,199,,WI - SOUTH,,,,3114,31.78,32.79,0.1648,2023-07-01,red,CHICAGO|#|IL|#|GRAND MARSH|#|WI|#|UP|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|WI - SOUTH
"BATON ROUGE, LA","NEW ORLEANS, LA",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,92,,,,,,5292,67.85,68.55,0.7451,2023-01-01,grey,BATON ROUGE|#|LA|#|NEW ORLEANS|#|LA|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"SAINT LOUIS, MO","FRIONA, TX",85 UT,BNSF,MAP,T,2023-07-01,2023-12-31,336,1.14,85 UT,,46.29,47.43,,,,0.1412,2023-07-01,orange,SAINT LOUIS|#|MO|#|FRIONA|#|TX|#|BNSF|#|85 UT|#|MAP|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"ST LOUIS (ALL), MO","ASHTON, ID",SINGLE,UP,MAP,T,2023-07-01,2024-06-30,1559,8.04,ID - IDAHO FALLS,7907,81.52,89.55,7059,,80.81,0.0574,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|ASHTON|#|ID|#|UP|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2024-06-30|#|ID - IDAHO FALLS
"CHICAGO, IL","DEFIANCE, OH",SINGLE,CSXT,ATS,T,2023-07-01,2024-06-30,184,,PF - OH STANDLEY,,,,4085,41.68,41.68,0.2265,2023-07-01,blue,CHICAGO|#|IL|#|DEFIANCE|#|OH|#|CSXT|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|PF - OH STANDLEY
"CHICAGO, IL","LAKE ODESSA, MI",SINGLE,CSXT,ATS,T,2023-07-01,2024-06-30,198,,PF - MI WEBBERVILLE,,,,2220,22.65,22.65,0.1144,2023-07-01,blue,CHICAGO|#|IL|#|LAKE ODESSA|#|MI|#|CSXT|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|PF - MI WEBBERVILLE
"SAINT LOUIS, MO","WILLISTON, ND",85 UT,BNSF,UREA,T,2023-07-01,2023-12-31,1183,4.02,85 UT,,49.62,53.64,,,,0.0453,2023-07-01,orange,SAINT LOUIS|#|MO|#|WILLISTON|#|ND|#|BNSF|#|85 UT|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"NOYES, MN","ALBERTA, MN",SINGLE,BNSF,UAN,C,2023-07-01,2023-12-31,305,,,,,,,30.15,31.18,0.1022,2023-07-01,orange,NOYES|#|MN|#|ALBERTA|#|MN|#|BNSF|#|SINGLE|#|UAN|#|C|#|2023-07-01|#|2023-12-31|#|
"ENID, OK","ROSEBURG, OR",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,2212,11.4,OR - CORP,9274,95.61,107.01,8280,85.36,96.76,0.0484,2023-07-01,red,ENID|#|OK|#|ROSEBURG|#|OR|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|OR - CORP
"ENID, OK","NORTH HOPE, AR",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,477,2.46,AR - SOUTH,4264,43.96,46.42,3806,39.24,41.7,0.0973,2023-07-01,red,ENID|#|OK|#|NORTH HOPE|#|AR|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|AR - SOUTH
"SAINT JAMES, LA","COLUMBUS, OH",SINGLE,UP-ESTL-CSXT,METHANOL,F,,,1221,,,,,,,,4622.25,0.043,2023-05-24,grey,SAINT JAMES|#|LA|#|COLUMBUS|#|OH|#|UP-ESTL-CSXT|#|SINGLE|#|METHANOL|#|F|#||#||#|
"BRANDON, MB","DALTON CITY, IL",SINGLE,CN,ATS,Q,,,1206,,,,,,5001,51.03,58.34,0.0484,2022-10-10,grey,BRANDON|#|MB|#|DALTON CITY|#|IL|#|CN|#|SINGLE|#|ATS|#|Q|#||#||#|
"SAINT JAMES, LA","NORTH PORTLAND, OR",SINGLE,UP,METHANOL,C,2023-01-01,2023-12-31,2841,,,,,,8339,,9759.5,0.039,2023-01-01,red,SAINT JAMES|#|LA|#|NORTH PORTLAND|#|OR|#|UP|#|SINGLE|#|METHANOL|#|C|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","GERING, NE",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,745,3.84,NE - CHAPPELL,3909,40.3,44.14,3491,35.99,39.83,0.0592,2023-07-01,red,ENID|#|OK|#|GERING|#|NE|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|NE - CHAPPELL
"JACKSON, MS","EAST MORRIS, IL",SINGLE,CN,AMMONIA,Q,,,772,,,,,,13317,170.73,176.61,0.2288,2023-03-24,grey,JACKSON|#|MS|#|EAST MORRIS|#|IL|#|CN|#|SINGLE|#|AMMONIA|#|Q|#||#||#|
"WILMINGTON, NC","DETROIT, ME",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,1192,,PF - ME BANGOR,7757,79.97,79.97,6667,68.73,68.73,0.0671,2023-03-01,blue,WILMINGTON|#|NC|#|DETROIT|#|ME|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - ME BANGOR
"GILMAN, IL","WOLCOTT, IN",SINGLE,TPW,10-34-0,T,2023-01-01,2023-12-31,50,,,,,,1928,19.67,20.08,0.4016,2023-01-01,grey,GILMAN|#|IL|#|WOLCOTT|#|IN|#|TPW|#|SINGLE|#|10-34-0|#|T|#|2023-01-01|#|2023-12-31|#|
"BRANDON, MB","WATERLOO, IA",SINGLE,CN,UAN,Q,,,1215,,,,,,4824,49.22,56.59,0.0466,2023-01-04,grey,BRANDON|#|MB|#|WATERLOO|#|IA|#|CN|#|SINGLE|#|UAN|#|Q|#||#||#|
"ENID, OK","MONTEVIDEO, MN",SINGLE,BNSF-STPAU-TCWR,UREA,Q,,,1087,,"",,,57.9,,,47.73,0.0533,2023-10-06,grey,ENID|#|OK|#|MONTEVIDEO|#|MN|#|BNSF-STPAU-TCWR|#|SINGLE|#|UREA|#|Q|#||#||#|
"FT WORTH, TX","OKLAHOMA CITY, OK",SINGLE,BNSF,METHANOL,T,2023-10-01,2024-03-31,205,,,,,,3455,,3522.65,0.1953,2023-10-01,orange,FT WORTH|#|TX|#|OKLAHOMA CITY|#|OK|#|BNSF|#|SINGLE|#|METHANOL|#|T|#|2023-10-01|#|2024-03-31|#|
"JUDD, IA","FREELAND, MI",SINGLE,CN-CHGO-CSXT-PLYMT-SBS,UAN,F,,,757,,,,,,,,56.17,0.0742,2023-07-01,grey,JUDD|#|IA|#|FREELAND|#|MI|#|CN-CHGO-CSXT-PLYMT-SBS|#|SINGLE|#|UAN|#|F|#||#||#|
"ENID, OK","ALTURAS, CA",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,2307,11.89,CA - NORTH,8286,85.42,97.31,7398,76.27,88.16,0.0422,2023-07-01,red,ENID|#|OK|#|ALTURAS|#|CA|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|CA - NORTH
"WILMINGTON, NC","WINNIPEG, MB",SINGLE,CSXT-CHGO-CN,METHANOL,F,,,1923,,,,,,,,9794.38,0.0579,2023-08-01,grey,WILMINGTON|#|NC|#|WINNIPEG|#|MB|#|CSXT-CHGO-CN|#|SINGLE|#|METHANOL|#|F|#||#||#|
"JUDD, IA","MORRAL, OH",SINGLE,CN-CHGO-CSXT,UAN,F,,,620,,,,,,,,59.79,0.0964,2023-07-01,grey,JUDD|#|IA|#|MORRAL|#|OH|#|CN-CHGO-CSXT|#|SINGLE|#|UAN|#|F|#||#||#|
"PADDINGTON, MB","WISCONSIN RAPIDS, WI",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,591,,,,,,10005,128.27,132.77,0.2247,2023-01-01,grey,PADDINGTON|#|MB|#|WISCONSIN RAPIDS|#|WI|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","KINDRED, ND",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,993,3.38,PT TO PT,,50.41,53.79,,48.31,51.69,0.0542,2023-07-01,orange,ENID|#|OK|#|KINDRED|#|ND|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"CHALMETTE, LA","MAUMEE, OH",SINGLE,NS,DAP,Q,,,1114,,"",,,,,,46.3,,2023-08-11,grey,CHALMETTE|#|LA|#|MAUMEE|#|OH|#|NS|#|SINGLE|#|DAP|#|Q|#||#||#|
"COURTRIGHT, ON","MAPLE, ON",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,208,,,,,,6639,85.12,87,0.4183,2023-01-01,grey,COURTRIGHT|#|ON|#|MAPLE|#|ON|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","OKEENE, OK",SINGLE,GNBC,UREA,C,2022-10-01,2023-12-31,,,,627,6.46,6.46,627,6.46,6.46,,2022-10-01,grey,ENID|#|OK|#|OKEENE|#|OK|#|GNBC|#|SINGLE|#|UREA|#|C|#|2022-10-01|#|2023-12-31|#|
"ENID, OK","BUFFALO, TX",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,481,2.48,TX - WACO,3656,37.69,40.17,3265,33.66,36.14,0.0835,2023-07-01,red,ENID|#|OK|#|BUFFALO|#|TX|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|TX - WACO
"CHICAGO, IL","LA CROSSE, IN",SINGLE,CSXT-WLSBO-CKIN,ATS,T,2023-07-01,2024-06-30,63,,PF - IL CHICAGO,,,,2335,23.83,23.83,0.3782,2023-07-01,grey,CHICAGO|#|IL|#|LA CROSSE|#|IN|#|CSXT-WLSBO-CKIN|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|PF - IL CHICAGO
"ENID, OK","WATERLOO, IA",SINGLE,UP-CHGO-CN,AMMONIA,F,,,896,,,,,,,,267.94,0.299,2023-01-01,grey,ENID|#|OK|#|WATERLOO|#|IA|#|UP-CHGO-CN|#|SINGLE|#|AMMONIA|#|F|#||#||#|
"LAFAYETTE, IN","FOWLER, IN",SINGLE,KBSR,MAP,T,2021-11-01,,29,,"",525,5.41,5.41,525,,5.41,0.1866,2021-11-01,grey,LAFAYETTE|#|IN|#|FOWLER|#|IN|#|KBSR|#|SINGLE|#|MAP|#|T|#|2021-11-01|#||#|
"BRANDON, MB","WRIGHTSTOWN, WI",SINGLE,CN,10-34-0,C,2023-01-01,2023-12-31,822,,,,,,4266,43.53,48.51,0.059,2023-01-01,grey,BRANDON|#|MB|#|WRIGHTSTOWN|#|WI|#|CN|#|SINGLE|#|10-34-0|#|C|#|2023-01-01|#|2023-12-31|#|
"JUDD, IA","FREMONT, MI",SINGLE,CN-CHGO-CSXT-HOLND-MS,UAN,F,,,740,,,,,,,,57.22,0.0773,2023-07-01,grey,JUDD|#|IA|#|FREMONT|#|MI|#|CN-CHGO-CSXT-HOLND-MS|#|SINGLE|#|UAN|#|F|#||#||#|
"ENID, OK","FORT PIERRE, SD",SINGLE,BNSF-WOLSY-RCPE,SUPERU,F,,,1048,,,,,66.31,,,51.18,0.0633,2023-07-01,grey,ENID|#|OK|#|FORT PIERRE|#|SD|#|BNSF-WOLSY-RCPE|#|SINGLE|#|SUPERU|#|F|#||#||#|
"NEW ORLEANS, LA","WINCHESTER, KY",SINGLE,CSXT,MAP,Q,,,881,,"",5360,55.26,55.26,4960,,51.13,0.0627,2023-03-20,blue,NEW ORLEANS|#|LA|#|WINCHESTER|#|KY|#|CSXT|#|SINGLE|#|MAP|#|Q|#||#||#|
"SAINT JAMES, LA","BEAUHARNOIS, QC",SINGLE,UP-ESTL-CSXT,METHANOL,Q,,,1276,,,,,,,,7324.25,0.0652,2023-03-07,grey,SAINT JAMES|#|LA|#|BEAUHARNOIS|#|QC|#|UP-ESTL-CSXT|#|SINGLE|#|METHANOL|#|Q|#||#||#|
"BRANDON, MB","REEDSBURG, WI",SINGLE,CPRS-MADSN-WSOR,10-34-0,F,,,914,,,,,,,,42.85,0.0469,2023-08-01,grey,BRANDON|#|MB|#|REEDSBURG|#|WI|#|CPRS-MADSN-WSOR|#|SINGLE|#|10-34-0|#|F|#||#||#|
"WILMINGTON, NC","GLASGOW, KY",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,820,,PF - KY GLASGOW,4405,45.41,45.41,3671,37.85,37.85,0.0554,2023-03-01,blue,WILMINGTON|#|NC|#|GLASGOW|#|KY|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - KY GLASGOW
"ENID, OK","HEBER, CA",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,1550,7.99,CA - SOUTH,10312,106.31,114.3,9207,94.92,102.91,0.0737,2023-07-01,red,ENID|#|OK|#|HEBER|#|CA|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|CA - SOUTH
"NEW ORLEANS, LA","SERGEANT BLUFF, IA",SINGLE,UP,MAP,T,2023-07-01,2024-06-30,1275,6.57,IA - SLOAN,6746,69.55,76.12,6024,,68.68,0.0597,2023-07-01,red,NEW ORLEANS|#|LA|#|SERGEANT BLUFF|#|IA|#|UP|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2024-06-30|#|IA - SLOAN
"BRANDON, MB","ROSEBUSH, MI",SINGLE,CN-DURND-GLC,UAN,Q,,,1327.3,,,,,,5563,56.77,64.81,0.0488,2023-07-12,grey,BRANDON|#|MB|#|ROSEBUSH|#|MI|#|CN-DURND-GLC|#|SINGLE|#|UAN|#|Q|#||#||#|
"ROSEPORT, MN","CHILTON, WI",SINGLE,UP-MPLS-CN,ATS,F,,,311,,,,,,,,55.57,0.1787,2023-07-01,grey,ROSEPORT|#|MN|#|CHILTON|#|WI|#|UP-MPLS-CN|#|SINGLE|#|ATS|#|F|#||#||#|
"NEW ORLEANS, LA","GLASGOW, KY",SINGLE,CSXT,MAP,Q,,,730,,"",4755,49.02,49.02,4317,,44.51,0.0672,2023-03-08,blue,NEW ORLEANS|#|LA|#|GLASGOW|#|KY|#|CSXT|#|SINGLE|#|MAP|#|Q|#||#||#|
"CHICAGO, IL","LAKE ODESSA, MI",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,208,,PF - MI WEBBERVILLE,2729,28.13,28.13,2274,23.44,23.44,0.1353,2023-03-01,blue,CHICAGO|#|IL|#|LAKE ODESSA|#|MI|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - MI WEBBERVILLE
"JUDD, IA","HINGHAM, MT",SINGLE,CN-SXCTY-BNSF,UAN,F,,,1212,,,,,,,,88.61,0.0731,2023-07-01,grey,JUDD|#|IA|#|HINGHAM|#|MT|#|CN-SXCTY-BNSF|#|SINGLE|#|UAN|#|F|#||#||#|
"SAINT LOUIS, MO","BOTTINEAU, ND",SINGLE,BNSF,DAP,T,2023-07-01,2023-12-31,1188,4.04,PT TO PT,,60.88,64.92,,,,0.0546,2023-07-01,orange,SAINT LOUIS|#|MO|#|BOTTINEAU|#|ND|#|BNSF|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"SAINT LOUIS, MO","REDFIELD, SD",SINGLE,BNSF-WOLSY-RCPE,DAP,F,,,858,,"",,,63.22,,,12.78,0.0737,2023-07-01,grey,SAINT LOUIS|#|MO|#|REDFIELD|#|SD|#|BNSF-WOLSY-RCPE|#|SINGLE|#|DAP|#|F|#||#||#|
"BRANDON, MB","SOUTH UNION, KY",SINGLE,CPRS-CHGO-CSXT-CSXT-GUTHR-RJCM,ATS,F,,,1442,,,,,,,,71.25,0.0494,2023-07-01,grey,BRANDON|#|MB|#|SOUTH UNION|#|KY|#|CPRS-CHGO-CSXT-CSXT-GUTHR-RJCM|#|SINGLE|#|ATS|#|F|#||#||#|
"SAINT LOUIS, MO","SAINT PAUL, MN",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,590,2.01,PT TO PT,,61.35,63.36,,55.77,57.78,0.1074,2023-07-01,orange,SAINT LOUIS|#|MO|#|SAINT PAUL|#|MN|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"ENID, OK","WYCON, WY",SINGLE,UP,AMMONIA,C,2023-01-01,2023-12-31,779,,WY - EAST,,,,9909,127.04,132.03,0.1695,2023-01-01,red,ENID|#|OK|#|WYCON|#|WY|#|UP|#|SINGLE|#|AMMONIA|#|C|#|2023-01-01|#|2023-12-31|#|WY - EAST
"JUDD, IA","FOWLER, IN",SINGLE,CN-KANKA-KBSR,UAN,Q,,,460,,,,,,,,31.21,0.0678,2023-06-26,grey,JUDD|#|IA|#|FOWLER|#|IN|#|CN-KANKA-KBSR|#|SINGLE|#|UAN|#|Q|#||#||#|
"ST LOUIS (ALL), MO","CASA GRANDE, AZ",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,1605,8.27,AZ - TUCSON,10157,104.71,112.98,9068,,101.76,0.0704,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|CASA GRANDE|#|AZ|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|AZ - TUCSON
"SALEM, IL","MILLSDALE, IL",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,245,,,,,,7185,92.12,93.98,0.3836,2023-01-01,grey,SALEM|#|IL|#|MILLSDALE|#|IL|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","QUINCY, WA",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,1976,6.72,PT TO PT,,79.86,86.58,,75.95,82.67,0.0438,2023-07-01,orange,ENID|#|OK|#|QUINCY|#|WA|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"KANSAS CITY, MO","HAGERSTOWN, MD",SINGLE,NS,UREA,T,2023-08-01,,1219,6.53,,,54.81,61.34,,49.61,56.14,0.0503,2023-08-01,grey,KANSAS CITY|#|MO|#|HAGERSTOWN|#|MD|#|NS|#|SINGLE|#|UREA|#|T|#|2023-08-01|#||#|
"SAINT LOUIS, MO","PLYMOUTH, WA",85 UT,BNSF,DAP,T,2023-07-01,2023-12-31,2026,6.89,85 UT,,80.64,87.53,,,,0.0432,2023-07-01,orange,SAINT LOUIS|#|MO|#|PLYMOUTH|#|WA|#|BNSF|#|85 UT|#|DAP|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"BEAUMONT, TX","CORPUS CHRISTI, TX",SINGLE,UP,AMMONIA,C,2023-01-01,2023-12-31,319,,TX - CORPUS CHRISTI,,,,8221,105.4,107.44,0.3368,2023-01-01,red,BEAUMONT|#|TX|#|CORPUS CHRISTI|#|TX|#|UP|#|SINGLE|#|AMMONIA|#|C|#|2023-01-01|#|2023-12-31|#|TX - CORPUS CHRISTI
"WILMINGTON, NC","CAIRO, GA",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,538,,PF - GA COOLIDGE,4608,47.51,47.51,3840,39.59,39.59,0.0883,2023-03-01,blue,WILMINGTON|#|NC|#|CAIRO|#|GA|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - GA COOLIDGE
"SAINT LOUIS, MO","ATTICA, OH",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,488,,PF - OH ATTICA,4340,44.74,44.74,3617,37.29,37.29,0.0917,2023-03-01,blue,SAINT LOUIS|#|MO|#|ATTICA|#|OH|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - OH ATTICA
"ST LOUIS (ALL), MO","JEFFERSON, OR",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,2253,11.61,OR - BEND,10079,103.91,115.52,8999,92.77,104.39,0.0513,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|JEFFERSON|#|OR|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|OR - BEND
"BRANDON, MB","BROWNTON, MN",SINGLE,CPRS,10-34-0,C,2023-07-01,2024-06-30,638,,,,,,4342,44.31,48.56,0.0761,2023-07-01,grey,BRANDON|#|MB|#|BROWNTON|#|MN|#|CPRS|#|SINGLE|#|10-34-0|#|C|#|2023-07-01|#|2024-06-30|#|
"ST LOUIS (ALL), MO","PRESTON, ID",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,1487,7.66,ID - POCATELLO,7873,81.16,88.83,7030,,80.14,0.0597,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|PRESTON|#|ID|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|ID - POCATELLO
"MICHOUD, LA","ROHRERSTOWN, PA",SINGLE,CSXT-ATLA-NS,DAP,Q,,,1306,,,,,85.2,,,78.03,0.0652,2023-03-27,grey,MICHOUD|#|LA|#|ROHRERSTOWN|#|PA|#|CSXT-ATLA-NS|#|SINGLE|#|DAP|#|Q|#||#||#|
"ST LOUIS (ALL), MO","SERGEANT BLUFF, IA",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,574,2.96,IA - SLOAN,4161,42.9,45.86,3716,,41.27,0.0799,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|SERGEANT BLUFF|#|IA|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|IA - SLOAN
"BEAUMONT, TX","BRADFORD, IA",SINGLE,UP,AMMONIA,C,2023-01-01,2023-12-31,1160,,IA - NEVADA,,,,14888,190.87,198.31,0.171,2023-01-01,red,BEAUMONT|#|TX|#|BRADFORD|#|IA|#|UP|#|SINGLE|#|AMMONIA|#|C|#|2023-01-01|#|2023-12-31|#|IA - NEVADA
"MINOT, ND","BELGRADE, MT",SINGLE,BNSF,UAN,C,2023-07-01,2023-12-31,597,,,,,,,43.3,45.31,0.0759,2023-07-01,orange,MINOT|#|ND|#|BELGRADE|#|MT|#|BNSF|#|SINGLE|#|UAN|#|C|#|2023-07-01|#|2023-12-31|#|
"MILWAUKEE, WI","PICKETT, WI",SINGLE,WSOR,10-34-0,T,2023-08-01,2024-07-31,91,,,,,,,14.37,15.15,0.1665,2023-08-01,grey,MILWAUKEE|#|WI|#|PICKETT|#|WI|#|WSOR|#|SINGLE|#|10-34-0|#|T|#|2023-08-01|#|2024-07-31|#|
"BRANDON, MB","PIERSON, IL",SINGLE,CPRS-CHGO-CSXT,UAN,F,,,1183,,,,,,,,63.54,0.0537,2023-07-01,grey,BRANDON|#|MB|#|PIERSON|#|IL|#|CPRS-CHGO-CSXT|#|SINGLE|#|UAN|#|F|#||#||#|
"HOAG, NE","EMERSON, MB",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,755,,,,,,,278.07,281.26,0.3725,2023-09-01,orange,HOAG|#|NE|#|EMERSON|#|MB|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
